Uad Code;Cycle;Prg Code;Nom;Ses Code;Trimestre;Total
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20073;automne 2007;8
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20081;hiver 2008;32
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20082;été 2008;15
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20083;automne 2008;58
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20091;hiver 2009;43
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20092;été 2009;41
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20093;automne 2009;40
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20101;hiver 2010;30
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20102;été 2010;25
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20103;automne 2010;37
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20111;hiver 2011;22
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20112;été 2011;14
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20113;automne 2011;33
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20121;hiver 2012;32
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20122;été 2012;16
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20123;automne 2012;23
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20131;hiver 2013;20
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20132;été 2013;19
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20133;automne 2013;25
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20141;hiver 2014;31
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20142;été 2014;11
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20143;automne 2014;28
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20151;hiver 2015;31
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20152;été 2015;25
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20153;automne 2015;36
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20161;hiver 2016;21
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20162;été 2016;13
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20163;automne 2016;20
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20171;hiver 2017;31
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20172;été 2017;18
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20173;automne 2017;19
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20181;hiver 2018;26
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20182;été 2018;15
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20183;automne 2018;15
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20191;hiver 2019;27
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20192;été 2019;4
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20193;automne 2019;23
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20201;hiver 2020;29
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20202;été 2020;25
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20203;automne 2020;34
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20211;hiver 2021;33
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20212;été 2021;20
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20213;automne 2021;32
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20221;hiver 2022;34
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20222;été 2022;18
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20223;automne 2022;31
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20231;hiver 2023;26
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20232;été 2023;19
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20233;automne 2023;34
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20241;hiver 2024;37
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20242;été 2024;36
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20243;automne 2024;46
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20251;hiver 2025;34
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20252;été 2025;26
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20253;automne 2025;53
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20261;hiver 2026;44
ESA;1;0006;Programme court de 1er cycle en comptabilité et finance;20262;été 2026;11
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19781;hiver 1978;1
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19791;hiver 1979;2
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19793;automne 1979;1
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19802;été 1980;1
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19803;automne 1980;1
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19811;hiver 1981;1
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19812;été 1981;1
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19823;automne 1982;1
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19831;hiver 1983;2
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19833;automne 1983;3
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19841;hiver 1984;7
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19842;été 1984;12
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19843;automne 1984;55
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19851;hiver 1985;66
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19852;été 1985;8
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19853;automne 1985;9
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19861;hiver 1986;8
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19862;été 1986;4
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19863;automne 1986;10
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19871;hiver 1987;6
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19872;été 1987;2
SHLC;1;0017;Programme court sur les droits et libertés de la personne;19873;automne 1987;1
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19821;hiver 1982;18
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19823;automne 1982;1
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19831;hiver 1983;1
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19833;automne 1983;84
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19841;hiver 1984;74
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19842;été 1984;16
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19843;automne 1984;115
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19851;hiver 1985;131
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19852;été 1985;75
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19853;automne 1985;149
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19861;hiver 1986;93
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19862;été 1986;55
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19863;automne 1986;127
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19871;hiver 1987;80
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19872;été 1987;43
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19873;automne 1987;138
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19881;hiver 1988;97
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19882;été 1988;14
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19883;automne 1988;26
ST;1;0018;Programme court sur l'usage des pesticides et leurs effets sur l'environnement;19891;hiver 1989;9
ST;1;0019;Programme court d'introduction à l'informatique;19761;hiver 1976;1
ST;1;0019;Programme court d'introduction à l'informatique;19771;hiver 1977;1
ST;1;0019;Programme court d'introduction à l'informatique;19791;hiver 1979;1
ST;1;0019;Programme court d'introduction à l'informatique;19803;automne 1980;2
ST;1;0019;Programme court d'introduction à l'informatique;19811;hiver 1981;3
ST;1;0019;Programme court d'introduction à l'informatique;19812;été 1981;1
ST;1;0019;Programme court d'introduction à l'informatique;19813;automne 1981;4
ST;1;0019;Programme court d'introduction à l'informatique;19821;hiver 1982;5
ST;1;0019;Programme court d'introduction à l'informatique;19822;été 1982;5
ST;1;0019;Programme court d'introduction à l'informatique;19823;automne 1982;7
ST;1;0019;Programme court d'introduction à l'informatique;19831;hiver 1983;8
ST;1;0019;Programme court d'introduction à l'informatique;19832;été 1983;5
ST;1;0019;Programme court d'introduction à l'informatique;19833;automne 1983;669
ST;1;0019;Programme court d'introduction à l'informatique;19841;hiver 1984;248
ST;1;0019;Programme court d'introduction à l'informatique;19842;été 1984;59
ST;1;0019;Programme court d'introduction à l'informatique;19843;automne 1984;198
ST;1;0019;Programme court d'introduction à l'informatique;19851;hiver 1985;77
ST;1;0019;Programme court d'introduction à l'informatique;19852;été 1985;8
ST;1;0019;Programme court d'introduction à l'informatique;19853;automne 1985;29
ST;1;0019;Programme court d'introduction à l'informatique;19861;hiver 1986;8
ST;1;0019;Programme court d'introduction à l'informatique;19862;été 1986;2
ST;1;0019;Programme court d'introduction à l'informatique;19863;automne 1986;9
ST;1;0019;Programme court d'introduction à l'informatique;19871;hiver 1987;3
ST;1;0019;Programme court d'introduction à l'informatique;19873;automne 1987;1
ST;1;0019;Programme court d'introduction à l'informatique;19882;été 1988;1
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19741;hiver 1974;1
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19753;automne 1975;1
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19761;hiver 1976;2
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19762;été 1976;1
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19763;automne 1976;2
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19771;hiver 1977;2
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19773;automne 1977;1
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19781;hiver 1978;5
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19783;automne 1978;3
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19791;hiver 1979;3
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19793;automne 1979;1
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19801;hiver 1980;4
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19803;automne 1980;7
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19811;hiver 1981;4
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19812;été 1981;3
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19813;automne 1981;7
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19821;hiver 1982;8
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19822;été 1982;4
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19823;automne 1982;12
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19831;hiver 1983;12
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19832;été 1983;13
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19833;automne 1983;759
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19841;hiver 1984;1592
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19842;été 1984;469
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19843;automne 1984;1927
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19851;hiver 1985;1802
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19852;été 1985;264
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19853;automne 1985;893
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19861;hiver 1986;703
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19862;été 1986;198
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19863;automne 1986;562
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19871;hiver 1987;461
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19872;été 1987;238
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19873;automne 1987;287
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19881;hiver 1988;242
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19882;été 1988;89
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19883;automne 1988;187
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19891;hiver 1989;134
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19892;été 1989;55
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19893;automne 1989;106
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19901;hiver 1990;104
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19902;été 1990;44
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19903;automne 1990;56
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19911;hiver 1991;51
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19912;été 1991;17
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19913;automne 1991;58
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19921;hiver 1992;42
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19922;été 1992;12
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19923;automne 1992;7
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19931;hiver 1993;7
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19932;été 1993;1
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19933;automne 1993;2
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19942;été 1994;1
ST;1;0022;Programme court d'initiation aux micro-ordinateurs;19953;automne 1995;2
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19753;automne 1975;2
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19761;hiver 1976;3
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19763;automne 1976;2
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19771;hiver 1977;5
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19773;automne 1977;9
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19781;hiver 1978;13
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19782;été 1978;3
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19783;automne 1978;6
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19791;hiver 1979;17
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19792;été 1979;8
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19793;automne 1979;16
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19801;hiver 1980;33
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19802;été 1980;10
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19803;automne 1980;31
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19811;hiver 1981;32
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19812;été 1981;18
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19813;automne 1981;30
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19821;hiver 1982;26
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19822;été 1982;11
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19823;automne 1982;29
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19831;hiver 1983;36
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19832;été 1983;29
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19833;automne 1983;65
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19841;hiver 1984;29
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19842;été 1984;17
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19843;automne 1984;49
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19851;hiver 1985;78
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19852;été 1985;185
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19853;automne 1985;453
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19861;hiver 1986;669
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19862;été 1986;199
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19863;automne 1986;1394
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19871;hiver 1987;1838
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19872;été 1987;852
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19873;automne 1987;1520
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19881;hiver 1988;2597
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19882;été 1988;1070
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19883;automne 1988;1918
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19891;hiver 1989;2032
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19892;été 1989;1310
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19893;automne 1989;1401
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19901;hiver 1990;1545
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19902;été 1990;692
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19903;automne 1990;919
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19911;hiver 1991;657
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19912;été 1991;325
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19913;automne 1991;150
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19921;hiver 1992;96
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19922;été 1992;39
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19923;automne 1992;2
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19932;été 1993;4
ST;1;0035;Programme court sur la familiarisation avec la bureautique;19933;automne 1993;2
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19763;automne 1976;1
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19783;automne 1978;2
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19791;hiver 1979;1
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19793;automne 1979;3
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19802;été 1980;1
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19811;hiver 1981;1
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19812;été 1981;2
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19813;automne 1981;1
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19821;hiver 1982;8
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19823;automne 1982;6
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19831;hiver 1983;4
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19833;automne 1983;3
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19841;hiver 1984;2
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19842;été 1984;1
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19843;automne 1984;6
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19851;hiver 1985;2
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19852;été 1985;1
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19853;automne 1985;29
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19861;hiver 1986;98
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19862;été 1986;6
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19863;automne 1986;59
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19871;hiver 1987;49
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19872;été 1987;30
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19873;automne 1987;83
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19881;hiver 1988;88
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19882;été 1988;19
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19883;automne 1988;60
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19891;hiver 1989;21
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19892;été 1989;16
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19893;automne 1989;22
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19901;hiver 1990;20
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19902;été 1990;5
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19903;automne 1990;5
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19911;hiver 1991;6
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19912;été 1991;3
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19913;automne 1991;2
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19923;automne 1992;2
ST;1;0046;Programme court en applications pédagogiques de l'ordinateur;19931;hiver 1993;1
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19753;automne 1975;2
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19763;automne 1976;3
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19771;hiver 1977;6
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19773;automne 1977;9
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19781;hiver 1978;7
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19782;été 1978;2
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19783;automne 1978;4
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19791;hiver 1979;7
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19792;été 1979;1
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19793;automne 1979;5
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19801;hiver 1980;18
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19802;été 1980;11
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19803;automne 1980;14
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19811;hiver 1981;15
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19812;été 1981;16
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19813;automne 1981;12
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19821;hiver 1982;17
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19822;été 1982;5
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19823;automne 1982;15
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19831;hiver 1983;11
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19832;été 1983;2
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19833;automne 1983;19
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19841;hiver 1984;18
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19842;été 1984;1
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19843;automne 1984;8
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19851;hiver 1985;6
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19852;été 1985;1
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19862;été 1986;1
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19863;automne 1986;2
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19872;été 1987;4
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19873;automne 1987;254
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19881;hiver 1988;149
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19882;été 1988;86
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19883;automne 1988;124
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19891;hiver 1989;113
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19892;été 1989;53
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19893;automne 1989;53
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19901;hiver 1990;73
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19902;été 1990;30
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19903;automne 1990;41
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19911;hiver 1991;26
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19912;été 1991;19
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19913;automne 1991;28
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19921;hiver 1992;21
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19922;été 1992;13
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19923;automne 1992;15
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19931;hiver 1993;12
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19932;été 1993;10
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19933;automne 1993;8
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19941;hiver 1994;8
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19942;été 1994;9
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19943;automne 1994;9
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19951;hiver 1995;16
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19952;été 1995;27
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19953;automne 1995;18
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19961;hiver 1996;25
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19962;été 1996;12
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19963;automne 1996;14
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19971;hiver 1997;23
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19972;été 1997;24
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19973;automne 1997;22
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19981;hiver 1998;14
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19982;été 1998;19
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19983;automne 1998;23
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19991;hiver 1999;26
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19992;été 1999;14
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;19993;automne 1999;29
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;20001;hiver 2000;24
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;20002;été 2000;16
ED;1;0061;Programme court d'intégration des logiciels-outils dans l'enseignement;20003;automne 2000;38
