Uad Code;Cycle;Prg Code;Nom;Ses Code;Trimestre;Total
ST;2;0639;Programme court de 2e cycle en environnement international;20233;automne 2023;3
ST;2;0639;Programme court de 2e cycle en environnement international;20241;hiver 2024;9
ST;2;0639;Programme court de 2e cycle en environnement international;20242;été 2024;2
ST;2;0639;Programme court de 2e cycle en environnement international;20243;automne 2024;15
ST;2;0639;Programme court de 2e cycle en environnement international;20251;hiver 2025;9
ST;2;0639;Programme court de 2e cycle en environnement international;20253;automne 2025;15
ST;2;0639;Programme court de 2e cycle en environnement international;20261;hiver 2026;8
ST;2;0639;Programme court de 2e cycle en environnement international;20262;été 2026;1
SHLC;1;0658;Programme court d'initiation à la traduction en français;20103;automne 2010;31
SHLC;1;0658;Programme court d'initiation à la traduction en français;20111;hiver 2011;26
SHLC;1;0658;Programme court d'initiation à la traduction en français;20112;été 2011;16
SHLC;1;0658;Programme court d'initiation à la traduction en français;20113;automne 2011;24
SHLC;1;0658;Programme court d'initiation à la traduction en français;20121;hiver 2012;25
SHLC;1;0658;Programme court d'initiation à la traduction en français;20122;été 2012;14
SHLC;1;0658;Programme court d'initiation à la traduction en français;20123;automne 2012;23
SHLC;1;0658;Programme court d'initiation à la traduction en français;20131;hiver 2013;23
SHLC;1;0658;Programme court d'initiation à la traduction en français;20132;été 2013;16
SHLC;1;0658;Programme court d'initiation à la traduction en français;20133;automne 2013;20
SHLC;1;0658;Programme court d'initiation à la traduction en français;20141;hiver 2014;9
SHLC;1;0658;Programme court d'initiation à la traduction en français;20142;été 2014;7
SHLC;1;0658;Programme court d'initiation à la traduction en français;20143;automne 2014;7
SHLC;1;0658;Programme court d'initiation à la traduction en français;20151;hiver 2015;7
SHLC;1;0658;Programme court d'initiation à la traduction en français;20152;été 2015;5
SHLC;1;0658;Programme court d'initiation à la traduction en français;20153;automne 2015;16
SHLC;1;0658;Programme court d'initiation à la traduction en français;20161;hiver 2016;10
SHLC;1;0658;Programme court d'initiation à la traduction en français;20162;été 2016;14
SHLC;1;0658;Programme court d'initiation à la traduction en français;20163;automne 2016;14
SHLC;1;0658;Programme court d'initiation à la traduction en français;20171;hiver 2017;18
SHLC;1;0658;Programme court d'initiation à la traduction en français;20172;été 2017;7
SHLC;1;0658;Programme court d'initiation à la traduction en français;20173;automne 2017;13
SHLC;1;0658;Programme court d'initiation à la traduction en français;20181;hiver 2018;21
SHLC;1;0658;Programme court d'initiation à la traduction en français;20182;été 2018;8
SHLC;1;0658;Programme court d'initiation à la traduction en français;20183;automne 2018;9
SHLC;1;0658;Programme court d'initiation à la traduction en français;20191;hiver 2019;13
SHLC;1;0658;Programme court d'initiation à la traduction en français;20192;été 2019;5
SHLC;1;0658;Programme court d'initiation à la traduction en français;20193;automne 2019;20
SHLC;1;0658;Programme court d'initiation à la traduction en français;20201;hiver 2020;28
SHLC;1;0658;Programme court d'initiation à la traduction en français;20202;été 2020;9
SHLC;1;0658;Programme court d'initiation à la traduction en français;20203;automne 2020;35
SHLC;1;0658;Programme court d'initiation à la traduction en français;20211;hiver 2021;4
SHLC;1;0658;Programme court d'initiation à la traduction en français;20212;été 2021;3
SHLC;1;0658;Programme court d'initiation à la traduction en français;20221;hiver 2022;1
SHLC;1;0658;Programme court d'initiation à la traduction en français;20223;automne 2022;1
SHLC;1;0658;Programme court d'initiation à la traduction en français;20231;hiver 2023;2
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20151;hiver 2015;15
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20153;automne 2015;42
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20161;hiver 2016;54
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20162;été 2016;2
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20163;automne 2016;154
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20171;hiver 2017;168
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20172;été 2017;8
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20173;automne 2017;277
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20181;hiver 2018;185
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20182;été 2018;4
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20183;automne 2018;188
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20191;hiver 2019;95
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20192;été 2019;7
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20193;automne 2019;196
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20201;hiver 2020;20
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20202;été 2020;4
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20203;automne 2020;66
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20211;hiver 2021;25
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20212;été 2021;2
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20213;automne 2021;111
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20221;hiver 2022;55
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20222;été 2022;2
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20223;automne 2022;147
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20231;hiver 2023;41
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20233;automne 2023;139
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20241;hiver 2024;48
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20243;automne 2024;103
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20251;hiver 2025;24
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20252;été 2025;2
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20253;automne 2025;43
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20261;hiver 2026;18
ED;2;0666;Programme court de 2e cycle en efficacité de l'enseignement et des écoles;20262;été 2026;3
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20143;automne 2014;15
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20151;hiver 2015;23
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20152;été 2015;25
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20153;automne 2015;35
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20161;hiver 2016;50
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20162;été 2016;51
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20163;automne 2016;72
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20171;hiver 2017;75
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20172;été 2017;51
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20173;automne 2017;74
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20181;hiver 2018;106
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20182;été 2018;56
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20183;automne 2018;92
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20191;hiver 2019;96
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20192;été 2019;50
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20193;automne 2019;99
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20201;hiver 2020;65
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20202;été 2020;92
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20203;automne 2020;67
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20211;hiver 2021;101
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20212;été 2021;87
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20213;automne 2021;105
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20221;hiver 2022;85
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20222;été 2022;55
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20223;automne 2022;53
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20231;hiver 2023;76
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20232;été 2023;42
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20233;automne 2023;80
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20241;hiver 2024;79
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20242;été 2024;94
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20243;automne 2024;89
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20251;hiver 2025;72
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20252;été 2025;72
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20253;automne 2025;79
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20261;hiver 2026;65
ESA;1;0674;Programme court de 1er cycle en sciences comptables;20262;été 2026;66
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20151;hiver 2015;6
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20153;automne 2015;9
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20161;hiver 2016;28
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20162;été 2016;5
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20163;automne 2016;8
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20171;hiver 2017;3
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20172;été 2017;3
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20173;automne 2017;9
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20181;hiver 2018;4
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20182;été 2018;2
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20183;automne 2018;5
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20191;hiver 2019;7
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20192;été 2019;3
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20193;automne 2019;3
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20201;hiver 2020;3
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20202;été 2020;6
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20203;automne 2020;8
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20211;hiver 2021;12
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20212;été 2021;4
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20213;automne 2021;1
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20221;hiver 2022;3
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20222;été 2022;3
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20223;automne 2022;6
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20231;hiver 2023;3
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20232;été 2023;7
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20233;automne 2023;3
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20241;hiver 2024;9
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20242;été 2024;10
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20243;automne 2024;16
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20251;hiver 2025;15
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20252;été 2025;10
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20253;automne 2025;3
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20261;hiver 2026;13
SHLC;1;0675;Programme court de 1er cycle d'études internationales et interculturelles;20262;été 2026;6
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20161;hiver 2016;9
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20162;été 2016;11
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20163;automne 2016;23
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20171;hiver 2017;17
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20172;été 2017;12
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20173;automne 2017;12
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20181;hiver 2018;19
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20182;été 2018;13
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20183;automne 2018;17
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20191;hiver 2019;33
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20192;été 2019;15
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20193;automne 2019;31
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20201;hiver 2020;23
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20202;été 2020;19
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20203;automne 2020;25
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20211;hiver 2021;32
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20212;été 2021;32
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20213;automne 2021;24
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20221;hiver 2022;37
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20222;été 2022;9
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20223;automne 2022;33
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20231;hiver 2023;37
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20232;été 2023;20
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20233;automne 2023;35
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20241;hiver 2024;45
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20242;été 2024;27
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20243;automne 2024;35
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20251;hiver 2025;33
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20252;été 2025;20
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20253;automne 2025;38
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20261;hiver 2026;39
ESA;2;0679;Programme court de 2e cycle en gestion contemporaine des ressources humaines;20262;été 2026;19
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20112;été 2011;1
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20113;automne 2011;2
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20121;hiver 2012;3
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20123;automne 2012;6
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20131;hiver 2013;6
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20132;été 2013;1
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20133;automne 2013;6
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20141;hiver 2014;3
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20142;été 2014;6
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20143;automne 2014;10
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20151;hiver 2015;12
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20152;été 2015;1
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20153;automne 2015;5
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20161;hiver 2016;6
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20162;été 2016;2
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20163;automne 2016;7
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20171;hiver 2017;7
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20172;été 2017;2
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20173;automne 2017;6
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20181;hiver 2018;5
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20183;automne 2018;5
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20191;hiver 2019;2
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20201;hiver 2020;9
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20202;été 2020;4
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20203;automne 2020;4
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20211;hiver 2021;9
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20212;été 2021;2
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20213;automne 2021;2
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20221;hiver 2022;3
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20222;été 2022;7
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20223;automne 2022;9
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20231;hiver 2023;9
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20232;été 2023;6
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20233;automne 2023;3
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20241;hiver 2024;3
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20242;été 2024;2
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20243;automne 2024;9
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20251;hiver 2025;8
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20252;été 2025;1
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20253;automne 2025;4
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20261;hiver 2026;3
SHLC;1;0683;Programme court de 1er cycle en études québécoises;20262;été 2026;4
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20153;automne 2015;7
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20161;hiver 2016;16
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20162;été 2016;7
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20163;automne 2016;19
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20171;hiver 2017;13
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20172;été 2017;10
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20173;automne 2017;27
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20181;hiver 2018;21
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20182;été 2018;25
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20183;automne 2018;45
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20191;hiver 2019;41
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20192;été 2019;22
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20193;automne 2019;52
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20201;hiver 2020;52
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20202;été 2020;39
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20203;automne 2020;61
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20211;hiver 2021;68
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20212;été 2021;46
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20213;automne 2021;59
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20221;hiver 2022;50
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20222;été 2022;40
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20223;automne 2022;66
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20231;hiver 2023;73
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20232;été 2023;57
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20233;automne 2023;74
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20241;hiver 2024;69
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20242;été 2024;35
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20243;automne 2024;91
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20251;hiver 2025;85
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20252;été 2025;66
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20253;automne 2025;81
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20261;hiver 2026;79
ESA;2;0684;Programme court de 2e cycle en organisation des services de santé et des services sociaux;20262;été 2026;53
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20152;été 2015;2
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20153;automne 2015;15
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20161;hiver 2016;28
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20162;été 2016;16
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20163;automne 2016;13
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20171;hiver 2017;8
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20172;été 2017;16
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20173;automne 2017;26
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20181;hiver 2018;24
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20182;été 2018;9
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20183;automne 2018;15
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20191;hiver 2019;21
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20192;été 2019;22
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20193;automne 2019;8
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20201;hiver 2020;29
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20202;été 2020;16
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20203;automne 2020;23
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20211;hiver 2021;20
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20212;été 2021;9
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20213;automne 2021;12
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20221;hiver 2022;24
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20222;été 2022;5
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20223;automne 2022;20
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20231;hiver 2023;7
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20232;été 2023;10
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20233;automne 2023;11
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20241;hiver 2024;12
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20242;été 2024;4
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20243;automne 2024;15
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20251;hiver 2025;18
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20252;été 2025;13
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20253;automne 2025;13
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20261;hiver 2026;19
ESA;2;0740;Programme court de 2e cycle en gestion de projets créatifs;20262;été 2026;3
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20133;automne 2013;1
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20141;hiver 2014;4
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20142;été 2014;2
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20143;automne 2014;3
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20151;hiver 2015;3
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20152;été 2015;5
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20153;automne 2015;4
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20161;hiver 2016;3
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20162;été 2016;1
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20163;automne 2016;6
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20171;hiver 2017;1
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20173;automne 2017;1
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20181;hiver 2018;3
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20182;été 2018;4
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20183;automne 2018;2
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20191;hiver 2019;11
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20193;automne 2019;3
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20201;hiver 2020;13
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20202;été 2020;8
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20203;automne 2020;13
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20211;hiver 2021;14
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20212;été 2021;11
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20213;automne 2021;8
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20221;hiver 2022;11
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20222;été 2022;11
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20223;automne 2022;16
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20231;hiver 2023;15
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20232;été 2023;2
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20233;automne 2023;21
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20241;hiver 2024;16
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20242;été 2024;6
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20243;automne 2024;21
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20251;hiver 2025;8
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20252;été 2025;13
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20253;automne 2025;9
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20261;hiver 2026;8
SHLC;1;0755;Programme court de 1er cycle en géographie humaine;20262;été 2026;1
ED;1;0761;Programme court d'intégration des TIC en éducation;20143;automne 2014;8
ED;1;0761;Programme court d'intégration des TIC en éducation;20151;hiver 2015;17
ED;1;0761;Programme court d'intégration des TIC en éducation;20152;été 2015;13
